station_id,station_name,date,water_level_m,latitude,longitude,river_level_24h_ago,river_rise_rate
STN_KOS_01,Kosi Barrage Birpur,2019-10-21,50.1,26.52,86.93,49.91,0.003807
STN_KOS_01,Kosi Barrage Birpur,2019-10-22,50.26,26.52,86.93,50.1,0.003194
STN_KOS_01,Kosi Barrage Birpur,2019-10-23,50.64,26.52,86.93,50.26,0.007561
STN_KOS_01,Kosi Barrage Birpur,2019-10-24,50.69,26.52,86.93,50.64,0.000987
STN_KOS_01,Kosi Barrage Birpur,2019-10-25,51.32,26.52,86.93,50.69,0.012428
STN_KOS_01,Kosi Barrage Birpur,2019-10-26,51.27,26.52,86.93,51.32,-0.000974
STN_KOS_01,Kosi Barrage Birpur,2019-10-27,52.41,26.52,86.93,51.27,0.022235
STN_KOS_01,Kosi Barrage Birpur,2019-10-28,52.71,26.52,86.93,52.41,0.005724
STN_KOS_01,Kosi Barrage Birpur,2019-10-29,52.41,26.52,86.93,52.71,-0.005692
STN_KOS_01,Kosi Barrage Birpur,2019-10-30,52.03,26.52,86.93,52.41,-0.007251
STN_KOS_01,Kosi Barrage Birpur,2019-10-31,52.28,26.52,86.93,52.03,0.004805
STN_KOS_02,Kosi Baltara Station,2019-05-01,34.46,25.68,86.62,,
STN_KOS_02,Kosi Baltara Station,2019-05-02,34.8,25.68,86.62,34.46,0.009867
STN_KOS_02,Kosi Baltara Station,2019-05-03,35.04,25.68,86.62,34.8,0.006897
STN_KOS_02,Kosi Baltara Station,2019-05-04,35.06,25.68,86.62,35.04,0.000571
STN_KOS_02,Kosi Baltara Station,2019-05-05,34.77,25.68,86.62,35.06,-0.008272
STN_KOS_02,Kosi Baltara Station,2019-05-06,34.21,25.68,86.62,34.77,-0.016106
STN_KOS_02,Kosi Baltara Station,2019-05-07,34.08,25.68,86.62,34.21,-0.0038
STN_KOS_02,Kosi Baltara Station,2019-05-08,34.48,25.68,86.62,34.08,0.011737
STN_KOS_02,Kosi Baltara Station,2019-05-09,34.61,25.68,86.62,34.48,0.00377
STN_KOS_02,Kosi Baltara Station,2019-05-10,34.16,25.68,86.62,34.61,-0.013002
STN_KOS_02,Kosi Baltara Station,2019-05-11,34.28,25.68,86.62,34.16,0.003513
STN_KOS_02,Kosi Baltara Station,2019-05-12,34.49,25.68,86.62,34.28,0.006126
STN_KOS_02,Kosi Baltara Station,2019-05-13,34.18,25.68,86.62,34.49,-0.008988
STN_KOS_02,Kosi Baltara Station,2019-05-14,34.29,25.68,86.62,34.18,0.003218
STN_KOS_02,Kosi Baltara Station,2019-05-15,34.37,25.68,86.62,34.29,0.002333
STN_KOS_02,Kosi Baltara Station,2019-05-16,33.96,25.68,86.62,34.37,-0.011929
STN_KOS_02,Kosi Baltara Station,2019-05-17,34.15,25.68,86.62,33.96,0.005595
STN_KOS_02,Kosi Baltara Station,2019-05-18,34.43,25.68,86.62,34.15,0.008199
STN_KOS_02,Kosi Baltara Station,2019-05-19,34.91,25.68,86.62,34.43,0.013941
STN_KOS_02,Kosi Baltara Station,2019-05-20,35.38,25.68,86.62,34.91,0.013463
STN_KOS_02,Kosi Baltara Station,2019-05-21,34.88,25.68,86.62,35.38,-0.014132
STN_KOS_02,Kosi Baltara Station,2019-05-22,34.56,25.68,86.62,34.88,-0.009174
STN_KOS_02,Kosi Baltara Station,2019-05-23,34.81,25.68,86.62,34.56,0.007234
STN_KOS_02,Kosi Baltara Station,2019-05-24,35.07,25.68,86.62,34.81,0.007469
STN_KOS_02,Kosi Baltara Station,2019-05-25,35.32,25.68,86.62,35.07,0.007129
STN_KOS_02,Kosi Baltara Station,2019-05-26,36.92,25.68,86.62,35.32,0.0453
STN_KOS_02,Kosi Baltara Station,2019-05-27,37.19,25.68,86.62,36.92,0.007313
STN_KOS_02,Kosi Baltara Station,2019-05-28,37.7,25.68,86.62,37.19,0.013713
STN_KOS_02,Kosi Baltara Station,2019-05-29,38.13,25.68,86.62,37.7,0.011406
STN_KOS_02,Kosi Baltara Station,2019-05-30,38.44,25.68,86.62,38.13,0.00813
STN_KOS_02,Kosi Baltara Station,2019-05-31,38.36,25.68,86.62,38.44,-0.002081
STN_KOS_02,Kosi Baltara Station,2019-06-01,38.72,25.68,86.62,38.36,0.009385
STN_KOS_02,Kosi Baltara Station,2019-06-02,38.46,25.68,86.62,38.72,-0.006715
STN_KOS_02,Kosi Baltara Station,2019-06-03,38.41,25.68,86.62,38.46,-0.0013
STN_KOS_02,Kosi Baltara Station,2019-06-04,38.27,25.68,86.62,38.41,-0.003645
STN_KOS_02,Kosi Baltara Station,2019-06-05,38.35,25.68,86.62,38.27,0.00209
STN_KOS_02,Kosi Baltara Station,2019-06-06,39.33,25.68,86.62,38.35,0.025554
STN_KOS_02,Kosi Baltara Station,2019-06-07,38.63,25.68,86.62,39.33,-0.017798
STN_KOS_02,Kosi Baltara Station,2019-06-08,38.96,25.68,86.62,38.63,0.008543
STN_KOS_02,Kosi Baltara Station,2019-06-09,38.36,25.68,86.62,38.96,-0.0154
STN_KOS_02,Kosi Baltara Station,2019-06-10,38.22,25.68,86.62,38.36,-0.00365
STN_KOS_02,Kosi Baltara Station,2019-06-11,38.71,25.68,86.62,38.22,0.012821
STN_KOS_02,Kosi Baltara Station,2019-06-12,38.78,25.68,86.62,38.71,0.001808
STN_KOS_02,Kosi Baltara Station,2019-06-13,38.4,25.68,86.62,38.78,-0.009799
STN_KOS_02,Kosi Baltara Station,2019-06-14,38.17,25.68,86.62,38.4,-0.00599
STN_KOS_02,Kosi Baltara Station,2019-06-15,38.49,25.68,86.62,38.17,0.008384
STN_KOS_02,Kosi Baltara Station,2019-06-16,38.25,25.68,86.62,38.49,-0.006235
STN_KOS_02,Kosi Baltara Station,2019-06-17,38.38,25.68,86.62,38.25,0.003399
STN_KOS_02,Kosi Baltara Station,2019-06-18,38.45,25.68,86.62,38.38,0.001824
STN_KOS_02,Kosi Baltara Station,2019-06-19,38.24,25.68,86.62,38.45,-0.005462
STN_KOS_02,Kosi Baltara Station,2019-06-20,39.15,25.68,86.62,38.24,0.023797
STN_KOS_02,Kosi Baltara Station,2019-06-21,39.45,25.68,86.62,39.15,0.007663
STN_KOS_02,Kosi Baltara Station,2019-06-22,38.69,25.68,86.62,39.45,-0.019265
STN_KOS_02,Kosi Baltara Station,2019-06-23,38.82,25.68,86.62,38.69,0.00336
STN_KOS_02,Kosi Baltara Station,2019-06-24,38.6,25.68,86.62,38.82,-0.005667
STN_KOS_02,Kosi Baltara Station,2019-06-25,38.99,25.68,86.62,38.6,0.010104
STN_KOS_02,Kosi Baltara Station,2019-06-26,38.72,25.68,86.62,38.99,-0.006925
STN_KOS_02,Kosi Baltara Station,2019-06-27,38.73,25.68,86.62,38.72,0.000258
STN_KOS_02,Kosi Baltara Station,2019-06-28,38.98,25.68,86.62,38.73,0.006455
STN_KOS_02,Kosi Baltara Station,2019-06-29,39.38,25.68,86.62,38.98,0.010262
STN_KOS_02,Kosi Baltara Station,2019-06-30,38.95,25.68,86.62,39.38,-0.010919
STN_KOS_02,Kosi Baltara Station,2019-07-01,38.86,25.68,86.62,38.95,-0.002311
STN_KOS_02,Kosi Baltara Station,2019-07-02,38.72,25.68,86.62,38.86,-0.003603
STN_KOS_02,Kosi Baltara Station,2019-07-03,38.51,25.68,86.62,38.72,-0.005424
STN_KOS_02,Kosi Baltara Station,2019-07-04,39.27,25.68,86.62,38.51,0.019735
STN_KOS_02,Kosi Baltara Station,2019-07-05,39.48,25.68,86.62,39.27,0.005348
STN_KOS_02,Kosi Baltara Station,2019-07-06,39.03,25.68,86.62,39.48,-0.011398
STN_KOS_02,Kosi Baltara Station,2019-07-07,39.44,25.68,86.62,39.03,0.010505
STN_KOS_02,Kosi Baltara Station,2019-07-08,40.34,25.68,86.62,39.44,0.022819
STN_KOS_02,Kosi Baltara Station,2019-07-09,40.8,25.68,86.62,40.34,0.011403
STN_KOS_02,Kosi Baltara Station,2019-07-10,40.25,25.68,86.62,40.8,-0.01348
STN_KOS_02,Kosi Baltara Station,2019-07-11,40.1,25.68,86.62,40.25,-0.003727
STN_KOS_02,Kosi Baltara Station,2019-07-12,40.66,25.68,86.62,40.1,0.013965
STN_KOS_02,Kosi Baltara Station,2019-07-13,40.43,25.68,86.62,40.66,-0.005657
STN_KOS_02,Kosi Baltara Station,2019-07-14,40.65,25.68,86.62,40.43,0.005442
STN_KOS_02,Kosi Baltara Station,2019-07-15,41.01,25.68,86.62,40.65,0.008856
STN_KOS_02,Kosi Baltara Station,2019-07-16,40.69,25.68,86.62,41.01,-0.007803
STN_KOS_02,Kosi Baltara Station,2019-07-17,40.72,25.68,86.62,40.69,0.000737
STN_KOS_02,Kosi Baltara Station,2019-07-18,39.47,25.68,86.62,40.72,-0.030697
STN_KOS_02,Kosi Baltara Station,2019-07-19,39.11,25.68,86.62,39.47,-0.009121
STN_KOS_02,Kosi Baltara Station,2019-07-20,39.06,25.68,86.62,39.11,-0.001278
STN_KOS_02,Kosi Baltara Station,2019-07-21,38.61,25.68,86.62,39.06,-0.011521
STN_KOS_02,Kosi Baltara Station,2019-07-22,39.32,25.68,86.62,38.61,0.018389
STN_KOS_02,Kosi Baltara Station,2019-07-23,38.79,25.68,86.62,39.32,-0.013479
STN_KOS_02,Kosi Baltara Station,2019-07-24,38.67,25.68,86.62,38.79,-0.003094
STN_KOS_02,Kosi Baltara Station,2019-07-25,38.77,25.68,86.62,38.67,0.002586
STN_KOS_02,Kosi Baltara Station,2019-07-26,39.4,25.68,86.62,38.77,0.01625
STN_KOS_02,Kosi Baltara Station,2019-07-27,38.87,25.68,86.62,39.4,-0.013452
STN_KOS_02,Kosi Baltara Station,2019-07-28,39.39,25.68,86.62,38.87,0.013378
STN_KOS_02,Kosi Baltara Station,2019-07-29,39.44,25.68,86.62,39.39,0.001269
STN_KOS_02,Kosi Baltara Station,2019-07-30,39.1,25.68,86.62,39.44,-0.008621
STN_KOS_02,Kosi Baltara Station,2019-07-31,39.33,25.68,86.62,39.1,0.005882
STN_KOS_02,Kosi Baltara Station,2019-08-01,39.46,25.68,86.62,39.33,0.003305
STN_KOS_02,Kosi Baltara Station,2019-08-02,39.27,25.68,86.62,39.46,-0.004815
STN_KOS_02,Kosi Baltara Station,2019-08-03,39.35,25.68,86.62,39.27,0.002037
STN_KOS_02,Kosi Baltara Station,2019-08-04,39.25,25.68,86.62,39.35,-0.002541
STN_KOS_02,Kosi Baltara Station,2019-08-05,39.34,25.68,86.62,39.25,0.002293
STN_KOS_02,Kosi Baltara Station,2019-08-06,39.66,25.68,86.62,39.34,0.008134
STN_KOS_02,Kosi Baltara Station,2019-08-07,40.34,25.68,86.62,39.66,0.017146
STN_KOS_02,Kosi Baltara Station,2019-08-08,39.9,25.68,86.62,40.34,-0.010907
STN_KOS_02,Kosi Baltara Station,2019-08-09,40.8,25.68,86.62,39.9,0.022556
STN_KOS_02,Kosi Baltara Station,2019-08-10,40.07,25.68,86.62,40.8,-0.017892
STN_KOS_02,Kosi Baltara Station,2019-08-11,40.06,25.68,86.62,40.07,-0.00025
STN_KOS_02,Kosi Baltara Station,2019-08-12,40.34,25.68,86.62,40.06,0.00699
STN_KOS_02,Kosi Baltara Station,2019-08-13,40.51,25.68,86.62,40.34,0.004214
STN_KOS_02,Kosi Baltara Station,2019-08-14,40.31,25.68,86.62,40.51,-0.004937
STN_KOS_02,Kosi Baltara Station,2019-08-15,40.27,25.68,86.62,40.31,-0.000992
STN_KOS_02,Kosi Baltara Station,2019-08-16,40.13,25.68,86.62,40.27,-0.003477
STN_KOS_02,Kosi Baltara Station,2019-08-17,39.94,25.68,86.62,40.13,-0.004735
STN_KOS_02,Kosi Baltara Station,2019-08-18,40.33,25.68,86.62,39.94,0.009765
STN_KOS_02,Kosi Baltara Station,2019-08-19,40.52,25.68,86.62,40.33,0.004711
STN_KOS_02,Kosi Baltara Station,2019-08-20,40.3,25.68,86.62,40.52,-0.005429
STN_KOS_02,Kosi Baltara Station,2019-08-21,40.71,25.68,86.62,40.3,0.010174
STN_KOS_02,Kosi Baltara Station,2019-08-22,40.88,25.68,86.62,40.71,0.004176
STN_KOS_02,Kosi Baltara Station,2019-08-23,41.25,25.68,86.62,40.88,0.009051
STN_KOS_02,Kosi Baltara Station,2019-08-24,41.56,25.68,86.62,41.25,0.007515
STN_KOS_02,Kosi Baltara Station,2019-08-25,41.27,25.68,86.62,41.56,-0.006978
STN_KOS_02,Kosi Baltara Station,2019-08-26,41.1,25.68,86.62,41.27,-0.004119
STN_KOS_02,Kosi Baltara Station,2019-08-27,41.45,25.68,86.62,41.1,0.008516
STN_KOS_02,Kosi Baltara Station,2019-08-28,41.74,25.68,86.62,41.45,0.006996
STN_KOS_02,Kosi Baltara Station,2019-08-29,41.79,25.68,86.62,41.74,0.001198
STN_KOS_02,Kosi Baltara Station,2019-08-30,41.88,25.68,86.62,41.79,0.002154
STN_KOS_02,Kosi Baltara Station,2019-08-31,42.44,25.68,86.62,41.88,0.013372
STN_KOS_02,Kosi Baltara Station,2019-09-01,42.26,25.68,86.62,42.44,-0.004241
STN_KOS_02,Kosi Baltara Station,2019-09-02,42.53,25.68,86.62,42.26,0.006389
STN_KOS_02,Kosi Baltara Station,2019-09-03,42.49,25.68,86.62,42.53,-0.000941
STN_KOS_02,Kosi Baltara Station,2019-09-04,42.46,25.68,86.62,42.49,-0.000706
STN_KOS_02,Kosi Baltara Station,2019-09-05,42.95,25.68,86.62,42.46,0.01154
STN_KOS_02,Kosi Baltara Station,2019-09-06,43.33,25.68,86.62,42.95,0.008847
STN_KOS_02,Kosi Baltara Station,2019-09-07,43.7,25.68,86.62,43.33,0.008539
STN_KOS_02,Kosi Baltara Station,2019-09-08,44.27,25.68,86.62,43.7,0.013043
STN_KOS_02,Kosi Baltara Station,2019-09-09,44.33,25.68,86.62,44.27,0.001355
STN_KOS_02,Kosi Baltara Station,2019-09-10,44.66,25.68,86.62,44.33,0.007444
STN_KOS_02,Kosi Baltara Station,2019-09-11,44.58,25.68,86.62,44.66,-0.001791
STN_KOS_02,Kosi Baltara Station,2019-09-12,44.76,25.68,86.62,44.58,0.004038
STN_KOS_02,Kosi Baltara Station,2019-09-13,44.76,25.68,86.62,44.76,0.0
STN_KOS_02,Kosi Baltara Station,2019-09-14,44.85,25.68,86.62,44.76,0.002011
STN_KOS_02,Kosi Baltara Station,2019-09-15,45.14,25.68,86.62,44.85,0.006466
STN_KOS_02,Kosi Baltara Station,2019-09-16,44.86,25.68,86.62,45.14,-0.006203
STN_KOS_02,Kosi Baltara Station,2019-09-17,45.75,25.68,86.62,44.86,0.01984
STN_KOS_02,Kosi Baltara Station,2019-09-18,45.39,25.68,86.62,45.75,-0.007869
STN_KOS_02,Kosi Baltara Station,2019-09-19,44.96,25.68,86.62,45.39,-0.009473
STN_KOS_02,Kosi Baltara Station,2019-09-20,45.47,25.68,86.62,44.96,0.011343
STN_KOS_02,Kosi Baltara Station,2019-09-21,45.84,25.68,86.62,45.47,0.008137
STN_KOS_02,Kosi Baltara Station,2019-09-22,46.14,25.68,86.62,45.84,0.006545
STN_KOS_02,Kosi Baltara Station,2019-09-23,46.44,25.68,86.62,46.14,0.006502
STN_KOS_02,Kosi Baltara Station,2019-09-24,46.48,25.68,86.62,46.44,0.000861
STN_KOS_02,Kosi Baltara Station,2019-09-25,46.18,25.68,86.62,46.48,-0.006454
STN_KOS_02,Kosi Baltara Station,2019-09-26,46.26,25.68,86.62,46.18,0.001732
STN_KOS_02,Kosi Baltara Station,2019-09-27,46.03,25.68,86.62,46.26,-0.004972
STN_KOS_02,Kosi Baltara Station,2019-09-28,46.47,25.68,86.62,46.03,0.009559
STN_KOS_02,Kosi Baltara Station,2019-09-29,46.47,25.68,86.62,46.47,0.0
STN_KOS_02,Kosi Baltara Station,2019-09-30,46.19,25.68,86.62,46.47,-0.006025
STN_KOS_02,Kosi Baltara Station,2019-10-01,46.11,25.68,86.62,46.19,-0.001732
STN_KOS_02,Kosi Baltara Station,2019-10-02,46.32,25.68,86.62,46.11,0.004554
STN_KOS_02,Kosi Baltara Station,2019-10-03,46.15,25.68,86.62,46.32,-0.00367
STN_KOS_02,Kosi Baltara Station,2019-10-04,45.87,25.68,86.62,46.15,-0.006067
STN_KOS_02,Kosi Baltara Station,2019-10-05,46.02,25.68,86.62,45.87,0.00327
STN_KOS_02,Kosi Baltara Station,2019-10-06,46.16,25.68,86.62,46.02,0.003042
STN_KOS_02,Kosi Baltara Station,2019-10-07,46.01,25.68,86.62,46.16,-0.00325
STN_KOS_02,Kosi Baltara Station,2019-10-08,45.87,25.68,86.62,46.01,-0.003043
STN_KOS_02,Kosi Baltara Station,2019-10-09,46.01,25.68,86.62,45.87,0.003052
STN_KOS_02,Kosi Baltara Station,2019-10-10,45.49,25.68,86.62,46.01,-0.011302
STN_KOS_02,Kosi Baltara Station,2019-10-11,44.97,25.68,86.62,45.49,-0.011431
STN_KOS_02,Kosi Baltara Station,2019-10-12,44.74,25.68,86.62,44.97,-0.005115
STN_KOS_02,Kosi Baltara Station,2019-10-13,44.7,25.68,86.62,44.74,-0.000894
STN_KOS_02,Kosi Baltara Station,2019-10-14,44.87,25.68,86.62,44.7,0.003803
STN_KOS_02,Kosi Baltara Station,2019-10-15,45.51,25.68,86.62,44.87,0.014263
STN_KOS_02,Kosi Baltara Station,2019-10-16,45.91,25.68,86.62,45.51,0.008789
STN_KOS_02,Kosi Baltara Station,2019-10-17,45.89,25.68,86.62,45.91,-0.000436
STN_KOS_02,Kosi Baltara Station,2019-10-18,45.94,25.68,86.62,45.89,0.00109
STN_KOS_02,Kosi Baltara Station,2019-10-19,45.58,25.68,86.62,45.94,-0.007836
STN_KOS_02,Kosi Baltara Station,2019-10-20,45.63,25.68,86.62,45.58,0.001097
STN_KOS_02,Kosi Baltara Station,2019-10-21,45.56,25.68,86.62,45.63,-0.001534
STN_KOS_02,Kosi Baltara Station,2019-10-22,45.74,25.68,86.62,45.56,0.003951
STN_KOS_02,Kosi Baltara Station,2019-10-23,45.46,25.68,86.62,45.74,-0.006122
STN_KOS_02,Kosi Baltara Station,2019-10-24,45.72,25.68,86.62,45.46,0.005719
STN_KOS_02,Kosi Baltara Station,2019-10-25,46.38,25.68,86.62,45.72,0.014436
STN_KOS_02,Kosi Baltara Station,2019-10-26,46.39,25.68,86.62,46.38,0.000216
STN_KOS_02,Kosi Baltara Station,2019-10-27,46.6,25.68,86.62,46.39,0.004527
STN_KOS_02,Kosi Baltara Station,2019-10-28,46.92,25.68,86.62,46.6,0.006867
STN_KOS_02,Kosi Baltara Station,2019-10-29,46.81,25.68,86.62,46.92,-0.002344
STN_KOS_02,Kosi Baltara Station,2019-10-30,46.95,25.68,86.62,46.81,0.002991
STN_KOS_02,Kosi Baltara Station,2019-10-31,47.01,25.68,86.62,46.95,0.001278
